density,leniency,index,performance
31,11,1,0.0
31,11,2,0.8214285714285714
32,9,0,0.0
32,9,1,0.0
32,9,2,0.7142857142857143
28,14,0,0.0
28,14,1,0.0
28,14,2,0.6428571428571428
29,14,0,0.0
29,14,1,0.0
29,14,2,0.75
22,13,0,0.0
22,13,1,0.0
22,13,2,0.6428571428571428
24,10,0,0.0
24,10,1,0.0
24,10,2,0.3571428571428571
11,10,0,0.0
11,10,1,0.0
11,10,2,0.5
14,10,0,0.0
14,10,1,0.0
14,10,2,0.4285714285714286
34,13,0,0.0
34,13,1,0.0
34,13,2,0.8214285714285714
31,12,0,0.0
31,12,1,0.0
31,12,2,0.6785714285714286
17,9,0,0.0
17,9,1,0.0
17,9,2,0.3571428571428571
13,14,0,0.0
13,14,1,0.0
13,14,2,0.8214285714285714
14,9,0,0.0
14,9,1,0.0
14,9,2,0.6428571428571428
40,9,0,0.0
40,9,1,0.0
40,9,2,0.7857142857142857
40,12,0,0.0357142857142857
40,12,1,0.0357142857142857
40,12,2,0.7142857142857143
25,11,0,0.0
25,11,1,0.0
25,11,2,0.5
39,2,0,0.0
39,2,1,0.0
39,2,2,0.75
19,13,0,0.0
19,13,1,0.0
19,13,2,0.7142857142857143
